,parcelid,aircon,num_bathroom,num_bedroom,quality,num_bathroom_calc,area_total_calc,area_live_finished,fips,num_bath,num_garage,area_garage,heating,latitude,longitude,area_lot,num_pool,pooltypeid7,zoning_landuse_county,zoning_landuse,zoning_property,rawcensustractandblock,region_city,region_county,region_neighbor,region_zip,num_room,num_unit,build_year,tax_building,tax_total,tax_year,tax_land,tax_property,censustractandblock,logerror,transactiondate
276,11044567,1.0,3.0,3.0,4.0,3.0,1435.0,1435.0,6037,3.0,,,2.0,34230200,-118463000,72647.0,1.0,1.0,010C,266,LARD1.5,60371175.201003,12447.0,3101,13017.0,96369.0,0.0,1.0,1990.0,150863.0,188576.0,2015,37713.0,2395.47,60371175201003.0,-0.007,2016-07-28
277,11044567,1.0,3.0,3.0,8.0,3.0,1435.0,1435.0,6037,3.0,,,2.0,34230200,-118463000,72647.0,1.0,1.0,010C,266,LARD1.5,60371175.2,12447.0,3101,13017.0,96369.0,0.0,1.0,1990.0,153163.0,191451.0,2016,38288.0,2395.47,60371200000000.0,-0.007,2016-07-28
278,11049110,,2.0,4.0,7.0,2.0,1554.0,1554.0,6037,2.0,,,2.0,34276980,-118474244,7029.0,,,0100,261,LARS,60371092.001,12447.0,3101,31817.0,96370.0,0.0,1.0,1956.0,202331.0,344360.0,2015,142029.0,4321.98,60371092001000.0,-0.004,2016-06-17
279,11049110,,2.0,4.0,6.0,2.0,1554.0,1554.0,6037,2.0,,,2.0,34276980,-118474244,7029.0,,,100,261,LARS,60371092.0,12447.0,3101,31817.0,96370.0,0.0,1.0,1956.0,205416.0,349610.0,2016,144194.0,4321.98,60371100000000.0,-0.004,2016-06-17
280,11057735,,2.0,4.0,7.0,2.0,1325.0,1325.0,6037,2.0,,,2.0,34275801,-118495333,7499.0,,,0100,261,LARS,60371112.011007,12447.0,3101,31817.0,96370.0,0.0,1.0,1955.0,69455.0,107142.0,2015,37687.0,1509.62,60371112011007.0,0.010400614,2017-06-29
281,11057735,,2.0,4.0,6.0,2.0,1325.0,1325.0,6037,2.0,,,2.0,34275801,-118495333,7499.0,,,100,261,LARS,60371112.01,12447.0,3101,31817.0,96370.0,0.0,1.0,1955.0,70514.0,108775.0,2016,38261.0,1509.62,60371100000000.0,0.010400614,2017-06-29
282,11060445,,3.0,3.0,4.0,3.0,1896.0,1896.0,6037,3.0,,,2.0,34239890,-118499777,7691.0,1.0,1.0,0101,261,LARS,60371173.02300601,12447.0,3101,33183.0,96369.0,0.0,1.0,1956.0,143315.0,220350.0,2015,77035.0,2759.01,60371173023006.0,0.0296,2016-06-30
283,11060445,,3.0,3.0,8.0,3.0,1896.0,1896.0,6037,3.0,,,2.0,34239890,-118499777,7691.0,1.0,1.0,101,261,LARS,60371173.02,12447.0,3101,33183.0,96369.0,0.0,1.0,1956.0,145500.0,223709.0,2016,78209.0,2759.01,60371200000000.0,0.0296,2016-06-30
284,11061151,,2.0,4.0,7.0,2.0,1554.0,1554.0,6037,2.0,,,2.0,34229551,-118487266,8235.0,,,0100,261,LARS,60371173.031014,12447.0,3101,13017.0,96369.0,0.0,1.0,1956.0,44854.0,62574.0,2015,17720.0,839.78,60371173031014.0,0.0032241711,2017-08-04
285,11061151,,2.0,4.0,6.0,2.0,1554.0,1554.0,6037,2.0,,,2.0,34229551,-118487266,8235.0,,,100,261,LARS,60371173.03,12447.0,3101,13017.0,96369.0,0.0,1.0,1956.0,45538.0,63528.0,2016,17990.0,839.78,60371200000000.0,0.0032241711,2017-08-04
286,11071288,1.0,2.0,4.0,4.0,2.0,1922.0,1922.0,6037,2.0,,,2.0,34265686,-118586531,9009.0,1.0,1.0,0101,261,LARE9,60371131.011017,12447.0,3101,37835.0,96346.0,0.0,1.0,1973.0,206377.0,495689.0,2015,289312.0,6258.97,60371131011017.0,-0.0230624902,2017-04-03
287,11071288,1.0,2.0,4.0,8.0,2.0,1922.0,1922.0,6037,2.0,,,2.0,34265686,-118586531,9009.0,1.0,1.0,101,261,LARE9,60371131.01,12447.0,3101,37835.0,96346.0,0.0,1.0,1973.0,209524.0,503248.0,2016,293724.0,6258.97,60371100000000.0,-0.0230624902,2017-04-03
288,11071511,1.0,3.0,5.0,4.0,3.0,3372.0,3372.0,6037,3.0,,,2.0,34272865,-118595118,17827.0,1.0,1.0,0101,261,LARA,60371132.111022,12447.0,3101,37835.0,96346.0,0.0,1.0,1980.0,358795.0,706774.0,2015,347979.0,8884.39,60371132111022.0,-0.0235298635,2017-04-28
289,11071511,1.0,3.0,5.0,7.0,3.0,3372.0,3372.0,6037,3.0,,,2.0,34272865,-118595118,17827.0,1.0,1.0,101,261,LARA,60371132.11,12447.0,3101,37835.0,96346.0,0.0,1.0,1980.0,364266.0,717551.0,2016,353285.0,8884.39,60371100000000.0,-0.0235298635,2017-04-28
290,11074135,,2.0,3.0,4.0,2.0,1870.0,1870.0,6037,2.0,,,2.0,34266973,-118533125,12362.0,1.0,1.0,0101,261,LARE11,60371112.062007,12447.0,3101,33183.0,96356.0,0.0,1.0,1959.0,119571.0,486688.0,2015,367117.0,6117.04,60371112062007.0,0.0507,2016-09-06
291,11074135,,2.0,3.0,8.0,2.0,1870.0,1870.0,6037,2.0,,,2.0,34266973,-118533125,12362.0,1.0,1.0,101,261,LARE11,60371112.06,12447.0,3101,33183.0,96356.0,0.0,1.0,1959.0,121394.0,494109.0,2016,372715.0,6117.04,60371100000000.0,0.0507,2016-09-06
292,11085589,1.0,2.0,2.0,4.0,2.0,1436.0,1436.0,6037,2.0,,,2.0,34251600,-118607000,60586.0,1.0,1.0,010C,266,LARD3,60371132.131014,12447.0,3101,37835.0,96346.0,0.0,1.0,1980.0,140757.0,234595.0,2015,93838.0,2988.75,60371132131014.0,0.008,2016-10-07
293,11085589,1.0,2.0,2.0,8.0,2.0,1436.0,1436.0,6037,2.0,,,2.0,34251600,-118607000,60586.0,1.0,1.0,010C,266,LARD3,60371132.13,12447.0,3101,37835.0,96346.0,0.0,1.0,1980.0,142903.0,238172.0,2016,95269.0,2988.75,60371100000000.0,0.008,2016-10-07
294,11087313,1.0,2.0,2.0,4.0,2.0,1312.0,1312.0,6037,2.0,,,2.0,34251700,-118601000,63061.0,1.0,1.0,010C,266,LAR3,60371132.132002,12447.0,3101,37835.0,96346.0,0.0,1.0,1980.0,144000.0,240000.0,2015,96000.0,3018.11,60371132132002.0,0.0208613726,2017-08-14
295,11087313,1.0,2.0,2.0,8.0,2.0,1312.0,1312.0,6037,2.0,,,2.0,34251700,-118601000,63061.0,1.0,1.0,010C,266,LAR3,60371132.13,12447.0,3101,37835.0,96346.0,0.0,1.0,1980.0,146196.0,243660.0,2016,97464.0,3018.11,60371100000000.0,0.0208613726,2017-08-14
296,11090439,1.0,4.0,4.0,4.0,4.0,3459.0,3459.0,6037,4.0,,,2.0,34248102,-118557818,16557.0,1.0,1.0,0101,261,LARA,60371133.012001,12447.0,3101,33183.0,96354.0,0.0,1.0,1967.0,167061.0,209264.0,2015,42203.0,2875.88,60371133012001.0,0.022646087000000002,2017-09-11
297,11090439,1.0,4.0,4.0,7.0,4.0,3459.0,3459.0,6037,4.0,,,2.0,34248102,-118557818,16557.0,1.0,1.0,101,261,LARA,60371133.01,12447.0,3101,33183.0,96354.0,0.0,1.0,1967.0,169608.0,212454.0,2016,42846.0,2875.88,60371100000000.0,0.022646087000000002,2017-09-11
298,11094475,,1.0,3.0,7.0,1.0,1151.0,1151.0,6037,1.0,,,7.0,34232366,-118539704,6203.0,1.0,1.0,0101,261,LAR1,60371152.022016,12447.0,3101,33183.0,96354.0,0.0,1.0,1952.0,134637.0,476330.0,2015,341693.0,6197.66,60371152022016.0,-0.0435811425,2017-08-07
299,11094475,,1.0,3.0,4.0,1.0,1151.0,1151.0,6037,1.0,,,7.0,34232366,-118539704,6203.0,1.0,1.0,101,261,LAR1,60371152.02,12447.0,3101,33183.0,96354.0,0.0,1.0,1952.0,161604.0,508507.0,2016,346903.0,6197.66,60371200000000.0,-0.0435811425,2017-08-07
300,11095924,1.0,2.0,2.0,4.0,2.0,900.0,900.0,6037,2.0,,,2.0,34227000,-118600000,235718.0,1.0,1.0,010C,266,LAR3,60371132.332001,12447.0,3101,30731.0,96339.0,0.0,1.0,1971.0,100949.0,127918.0,2015,26969.0,1643.31,60371132332001.0,-0.0555,2016-08-30
301,11095924,1.0,2.0,2.0,8.0,2.0,900.0,900.0,6037,2.0,,,2.0,34227000,-118600000,235718.0,1.0,1.0,010C,266,LAR3,60371132.33,12447.0,3101,30731.0,96339.0,0.0,1.0,1971.0,102488.0,129868.0,2016,27380.0,1643.31,60371100000000.0,-0.0555,2016-08-30
302,11096377,1.0,1.0,2.0,4.0,1.0,719.0,719.0,6037,1.0,,,2.0,34220300,-118604000,169856.0,1.0,1.0,010C,266,LAR3,60371132.331001,12447.0,3101,30731.0,96339.0,0.0,1.0,1980.0,56000.0,160000.0,2015,104000.0,2175.44,60371132331001.0,-0.017775764700000002,2017-07-31
303,11096377,1.0,1.0,2.0,8.0,1.0,719.0,719.0,6037,1.0,,,2.0,34220300,-118604000,169856.0,1.0,1.0,010C,266,LAR3,60371132.33,12447.0,3101,30731.0,96339.0,0.0,1.0,1980.0,64000.0,182000.0,2016,118000.0,2175.44,60371100000000.0,-0.017775764700000002,2017-07-31
304,11099067,1.0,2.0,3.0,4.0,2.0,1377.0,1377.0,6037,2.0,,,2.0,34226486,-118561718,7207.0,,,0100,261,LARS,60371134.012009,12447.0,3101,33183.0,96341.0,0.0,1.0,1956.0,216929.0,351893.0,2015,134964.0,4387.28,60371134012009.0,0.028747060300000002,2017-03-29
305,11099067,1.0,2.0,3.0,8.0,2.0,1377.0,1377.0,6037,2.0,,,2.0,34226486,-118561718,7207.0,,,100,261,LARS,60371134.01,12447.0,3101,33183.0,96341.0,0.0,1.0,1956.0,220237.0,357259.0,2016,137022.0,4387.28,60371100000000.0,0.028747060300000002,2017-03-29
306,11105666,,2.0,3.0,7.0,2.0,1111.0,1111.0,6037,2.0,,,2.0,34414343,-118460563,8464.0,1.0,1.0,0101,261,SCUR3,60379200.351001,54311.0,3101,37739.0,96374.0,0.0,1.0,1959.0,76000.0,377100.0,2015,301100.0,5529.02,60379200351001.0,0.0574877789,2017-09-07
307,11105666,,2.0,3.0,6.0,2.0,1111.0,1111.0,6037,2.0,,,2.0,34414343,-118460563,8464.0,1.0,1.0,100,261,SCUR3,60379200.35,54311.0,3101,37739.0,96374.0,0.0,1.0,1959.0,95000.0,414000.0,2016,319000.0,5529.02,60379200000000.0,0.0574877789,2017-09-07
308,11108551,,2.0,4.0,7.0,2.0,1815.0,1815.0,6037,2.0,,,2.0,34446157,-118524192,9927.0,,,0100,261,SCUR2,60379200.173,54311.0,3101,6952.0,96373.0,0.0,1.0,1972.0,172472.0,261172.0,2015,88700.0,3833.43,60379200173000.0,-0.0019234014,2017-03-29
309,11108551,,2.0,4.0,6.0,2.0,1815.0,1815.0,6037,2.0,,,2.0,34446157,-118524192,9927.0,,,100,261,SCUR2,60379200.17,54311.0,3101,6952.0,96373.0,0.0,1.0,1972.0,175102.0,265154.0,2016,90052.0,3833.43,60379200000000.0,-0.0019234014,2017-03-29
310,11122537,1.0,3.0,3.0,4.0,3.0,2152.0,2152.0,6037,3.0,,,2.0,34449317,-118494428,8166.0,,,0100,261,SCNU5,60379200.321018994,54311.0,3101,6952.0,96373.0,0.0,1.0,1987.0,204879.0,320730.0,2015,115851.0,7138.35,60379200321019.0,0.06264661740000001,2017-07-25
311,11122537,1.0,3.0,3.0,8.0,3.0,2152.0,2152.0,6037,3.0,,,2.0,34449317,-118494428,8166.0,,,100,261,SCNU5,60379200.32,54311.0,3101,6952.0,96373.0,0.0,1.0,1987.0,192700.0,500000.0,2016,307300.0,7138.35,60379200000000.0,0.06264661740000001,2017-07-25
312,11133340,1.0,2.0,2.0,4.0,2.0,1127.0,1127.0,6037,2.0,,,2.0,34386200,-118590000,20971.0,,,010C,266,LCA25*,60379203.38103101,,3101,,96395.0,0.0,1.0,1992.0,122544.0,210794.0,2015,88250.0,3709.46,60379203381031.0,0.0094408831,2017-02-07
313,11133340,1.0,2.0,2.0,8.0,2.0,1127.0,1127.0,6037,2.0,,,2.0,34386200,-118590000,20971.0,,,010C,266,LCA25*,60379203.38,,3101,,96395.0,0.0,1.0,1992.0,124412.0,214007.0,2016,89595.0,3709.46,60379200000000.0,0.0094408831,2017-02-07
314,11139498,1.0,4.0,6.0,4.0,4.0,4970.0,4970.0,6037,4.0,,,2.0,34372478,-118543957,14554.0,1.0,1.0,0101,261,SCUR2,60379203.134,54311.0,3101,26134.0,96352.0,0.0,1.0,1984.0,511700.0,930000.0,2015,418300.0,11867.46,60379203134000.0,0.2082782097,2017-08-25
315,11139498,1.0,4.0,6.0,7.0,4.0,4970.0,4970.0,6037,4.0,,,2.0,34372478,-118543957,14554.0,1.0,1.0,101,261,SCUR2,60379203.13,54311.0,3101,26134.0,96352.0,0.0,1.0,1984.0,511700.0,930000.0,2016,418300.0,11867.46,60379200000000.0,0.2082782097,2017-08-25
316,11143975,1.0,3.0,4.0,4.0,3.0,1877.0,1877.0,6037,3.0,,,2.0,34399253,-118527108,8017.0,1.0,1.0,0101,261,SCUR2,60379203.141003005,54311.0,3101,26134.0,96373.0,0.0,1.0,1986.0,207439.0,282478.0,2015,75039.0,4433.42,60379203141003.0,0.007584538,2017-02-28
317,11143975,1.0,3.0,4.0,8.0,3.0,1877.0,1877.0,6037,3.0,,,2.0,34399253,-118527108,8017.0,1.0,1.0,101,261,SCUR2,60379203.14,54311.0,3101,26134.0,96373.0,0.0,1.0,1986.0,210602.0,286785.0,2016,76183.0,4433.42,60379200000000.0,0.007584538,2017-02-28
318,11146793,1.0,2.0,3.0,7.0,2.0,1316.0,1316.0,6037,2.0,,,2.0,34436412,-118403375,7168.0,,,0100,261,SCUR2,60379108.072005,54311.0,3101,37739.0,96401.0,0.0,1.0,1968.0,105000.0,385000.0,2015,280000.0,5190.45,60379108072005.0,-0.0117661728,2017-04-18
319,11146793,1.0,2.0,3.0,6.0,2.0,1316.0,1316.0,6037,2.0,,,2.0,34436412,-118403375,7168.0,,,100,261,SCUR2,60379108.07,54311.0,3101,37739.0,96401.0,0.0,1.0,1968.0,105000.0,385000.0,2016,280000.0,5190.45,60379100000000.0,-0.0117661728,2017-04-18
320,11148877,1.0,3.0,4.0,4.0,3.0,2507.0,2507.0,6037,3.0,,,2.0,34426605,-118438981,5743.0,,,0100,261,SCUR1,60379200.401027,54311.0,3101,37739.0,96401.0,0.0,1.0,1996.0,283876.0,432111.0,2015,148235.0,5796.38,60379200401027.0,0.0459702742,2017-06-15
321,11148877,1.0,3.0,4.0,8.0,3.0,2507.0,2507.0,6037,3.0,,,2.0,34426605,-118438981,5743.0,,,100,261,SCUR1,60379200.4,54311.0,3101,37739.0,96401.0,0.0,1.0,1996.0,288205.0,438700.0,2016,150495.0,5796.38,60379200000000.0,0.0459702742,2017-06-15
322,11149699,1.0,2.0,3.0,4.0,2.0,2096.0,2096.0,6037,2.0,,,2.0,34408986,-118411094,40908.0,1.0,1.0,0101,261,SCNU5,60379108.091025,54311.0,3101,37739.0,96401.0,0.0,1.0,1965.0,292000.0,604000.0,2015,312000.0,8680.27,60379108091025.0,0.030276232900000002,2017-03-07
323,11149699,1.0,2.0,3.0,8.0,2.0,2096.0,2096.0,6037,2.0,,,2.0,34408986,-118411094,40908.0,1.0,1.0,101,261,SCNU5,60379108.09,54311.0,3101,37739.0,96401.0,0.0,1.0,1965.0,340800.0,705000.0,2016,364200.0,8680.27,60379100000000.0,0.030276232900000002,2017-03-07
324,11155347,1.0,2.0,3.0,7.0,2.0,934.0,934.0,6037,2.0,,,2.0,34420200,-118453000,140000.0,1.0,1.0,010C,266,SCUR5,60379200.381003,54311.0,3101,37739.0,96401.0,0.0,1.0,1985.0,80146.0,130513.0,2015,50367.0,1322.26,60379200381003.0,0.0917,2016-03-21
325,11155347,1.0,2.0,3.0,6.0,2.0,934.0,934.0,6037,2.0,,,2.0,34420200,-118453000,140000.0,1.0,1.0,010C,266,SCUR5,60379200.38,54311.0,3101,37739.0,96401.0,0.0,1.0,1985.0,39353.0,69822.0,2016,30469.0,1322.26,60379200000000.0,0.0917,2016-03-21
326,11161277,1.0,2.0,3.0,7.0,2.0,1156.0,1156.0,6037,2.0,,,2.0,34451185,-118388443,7184.0,,,0100,261,SCUR2,60379108.081025,54311.0,3101,37739.0,96401.0,0.0,1.0,1972.0,182584.0,289985.0,2015,107401.0,4033.34,60379108081025.0,-0.0253,2016-04-26
327,11161277,1.0,2.0,3.0,6.0,2.0,1156.0,1156.0,6037,2.0,,,2.0,34451185,-118388443,7184.0,,,100,261,SCUR2,60379108.08,54311.0,3101,37739.0,96401.0,0.0,1.0,1972.0,185368.0,294406.0,2016,109038.0,4033.34,60379100000000.0,-0.0253,2016-04-26
328,11162756,1.0,3.0,5.0,7.0,3.0,2336.0,2336.0,6037,3.0,,,2.0,34382973,-118540882,5275.0,,,0100,261,SCUR2,60379203.361008,54311.0,3101,26134.0,96378.0,0.0,1.0,1969.0,193565.0,300240.0,2015,106675.0,4308.07,60379203361008.0,0.0192196011,2017-05-05
329,11162756,1.0,3.0,5.0,6.0,3.0,2336.0,2336.0,6037,3.0,,,2.0,34382973,-118540882,5275.0,,,100,261,SCUR2,60379203.36,54311.0,3101,26134.0,96378.0,0.0,1.0,1969.0,196516.0,304817.0,2016,108301.0,4308.07,60379200000000.0,0.0192196011,2017-05-05
330,11163733,1.0,2.0,2.0,7.0,2.0,987.0,987.0,6037,2.0,,,2.0,34380600,-118545000,423536.0,1.0,1.0,010C,266,SCUR4,60379203.223002,54311.0,3101,48200.0,96378.0,0.0,1.0,1969.0,76083.0,95103.0,2015,19020.0,2861.29,60379203223002.0,0.055400000000000005,2016-04-29
331,11163733,1.0,2.0,2.0,6.0,2.0,987.0,987.0,6037,2.0,,,2.0,34380600,-118545000,423536.0,1.0,1.0,010C,266,SCUR4,60379203.22,54311.0,3101,48200.0,96378.0,0.0,1.0,1969.0,140000.0,185000.0,2016,45000.0,2861.29,60379200000000.0,0.055400000000000005,2016-04-29
332,11164769,1.0,3.0,2.0,4.0,3.0,1212.0,1212.0,6037,3.0,,,2.0,34394100,-118564000,273088.0,,,010C,266,SCUR5,60379203.343003005,54311.0,3101,48200.0,96378.0,0.0,1.0,1988.0,167480.0,305891.0,2015,138411.0,4277.85,60379203343003.0,0.0029050734,2017-06-30
333,11164769,1.0,3.0,2.0,8.0,3.0,1212.0,1212.0,6037,3.0,,,2.0,34394100,-118564000,273088.0,,,010C,266,SCUR5,60379203.34,54311.0,3101,48200.0,96378.0,0.0,1.0,1988.0,170034.0,310555.0,2016,140521.0,4277.85,60379200000000.0,0.0029050734,2017-06-30
334,11166796,1.0,2.0,3.0,7.0,2.0,1018.0,1018.0,6037,2.0,,,2.0,34401879,-118543362,4078.0,,,010D,269,SCUR3,60379203.311001,54311.0,3101,48200.0,96378.0,0.0,1.0,1981.0,97942.0,198973.0,2015,101031.0,3184.66,60379203311001.0,-0.1703206592,2017-08-23
335,11166796,1.0,2.0,3.0,6.0,2.0,1018.0,1018.0,6037,2.0,,,2.0,34401879,-118543362,4078.0,,,010D,269,SCUR3,60379203.31,54311.0,3101,48200.0,96378.0,0.0,1.0,1981.0,99435.0,202006.0,2016,102571.0,3184.66,60379200000000.0,-0.1703206592,2017-08-23
336,11167595,1.0,2.0,2.0,4.0,2.0,1259.0,1259.0,6037,2.0,,,2.0,34407732,-118545021,5006.0,,,010D,269,SCUR2,60379203.293001,54311.0,3101,48200.0,96378.0,0.0,1.0,1983.0,249799.0,417014.0,2015,167215.0,5782.64,60379203293001.0,-0.0233,2016-10-03
337,11167595,1.0,2.0,2.0,8.0,2.0,1259.0,1259.0,6037,2.0,,,2.0,34407732,-118545021,5006.0,,,010D,269,SCUR2,60379203.29,54311.0,3101,48200.0,96378.0,0.0,1.0,1983.0,253608.0,423373.0,2016,169765.0,5782.64,60379200000000.0,-0.0233,2016-10-03
338,11169711,1.0,2.0,2.0,4.0,2.0,940.0,940.0,6037,2.0,,,2.0,34412300,-118552000,531830.0,1.0,1.0,010C,266,SCUR4,60379203.291014,54311.0,3101,48200.0,96378.0,0.0,1.0,1987.0,157514.0,195442.0,2015,37928.0,3064.52,60379203291014.0,-0.0210795631,2017-05-17
339,11169711,1.0,2.0,2.0,8.0,2.0,940.0,940.0,6037,2.0,,,2.0,34412300,-118552000,531830.0,1.0,1.0,010C,266,SCUR4,60379203.29,54311.0,3101,48200.0,96378.0,0.0,1.0,1987.0,159916.0,198422.0,2016,38506.0,3064.52,60379200000000.0,-0.0210795631,2017-05-17
340,11170894,1.0,2.0,2.0,7.0,2.0,925.0,925.0,6037,2.0,,,2.0,34410700,-118561000,842267.0,,,010C,266,SCUR3,60379203.301005006,54311.0,3101,48200.0,96378.0,0.0,1.0,1989.0,112655.0,140812.0,2015,28157.0,2741.64,60379203301005.0,-0.0220916916,2017-09-19
341,11170894,1.0,2.0,2.0,6.0,2.0,925.0,925.0,6037,2.0,,,2.0,34410700,-118561000,842267.0,,,010C,266,SCUR3,60379203.3,54311.0,3101,48200.0,96378.0,0.0,1.0,1989.0,114372.0,142958.0,2016,28586.0,2741.64,60379200000000.0,-0.0220916916,2017-09-19
342,11174690,1.0,2.0,2.0,7.0,2.0,1046.0,1046.0,6037,2.0,,,2.0,34500272,-118629749,15436.0,1.0,1.0,0101,261,LCR15000*,60379201.041041,10734.0,3101,,96398.0,0.0,1.0,1986.0,224000.0,374000.0,2015,150000.0,5602.35,60379201041041.0,0.0325,2016-07-22
343,11174690,1.0,2.0,2.0,6.0,2.0,1046.0,1046.0,6037,2.0,,,2.0,34500272,-118629749,15436.0,1.0,1.0,101,261,LCR15000*,60379201.04,10734.0,3101,,96398.0,0.0,1.0,1986.0,235400.0,393000.0,2016,157600.0,5602.35,60379200000000.0,0.0325,2016-07-22
344,11175269,1.0,2.0,3.0,7.0,2.0,1257.0,1257.0,6037,2.0,,,2.0,34497761,-118631221,13183.0,,,0100,261,LCR15OOO*,60379201.041041,10734.0,3101,,96398.0,0.0,1.0,1987.0,156525.0,247829.0,2015,91304.0,3791.85,60379201041041.0,0.06823014250000001,2017-08-08
345,11175269,1.0,2.0,3.0,6.0,2.0,1257.0,1257.0,6037,2.0,,,2.0,34497761,-118631221,13183.0,,,100,261,LCR15OOO*,60379201.04,10734.0,3101,,96398.0,0.0,1.0,1987.0,158912.0,251608.0,2016,92696.0,3791.85,60379200000000.0,0.06823014250000001,2017-08-08
346,11183774,1.0,3.0,4.0,4.0,3.0,1767.0,1767.0,6037,3.0,,,2.0,34604427,-118184044,7675.0,1.0,1.0,0101,261,PDR16000*,60379102.091025,40227.0,3101,,97329.0,0.0,1.0,1994.0,190167.0,237708.0,2015,47541.0,3833.55,60379102091025.0,-0.0023708564,2017-04-28
347,11183774,1.0,3.0,4.0,8.0,3.0,1767.0,1767.0,6037,3.0,,,2.0,34604427,-118184044,7675.0,1.0,1.0,101,261,PDR16000*,60379102.09,40227.0,3101,,97329.0,0.0,1.0,1994.0,193067.0,241333.0,2016,48266.0,3833.55,60379100000000.0,-0.0023708564,2017-04-28
348,11187628,1.0,2.0,4.0,4.0,2.0,1648.0,1648.0,6037,2.0,,,2.0,34591426,-118150989,11705.0,1.0,1.0,0101,261,LCRA7000*,60379102.08201,40227.0,3101,,97329.0,0.0,1.0,1955.0,115780.0,154202.0,2015,38422.0,2633.02,60379102082010.0,-0.1112402477,2017-06-30
349,11187628,1.0,2.0,4.0,8.0,2.0,1648.0,1648.0,6037,2.0,,,2.0,34591426,-118150989,11705.0,1.0,1.0,101,261,LCRA7000*,60379102.08,40227.0,3101,,97329.0,0.0,1.0,1955.0,117545.0,156552.0,2016,39007.0,2633.02,60379100000000.0,-0.1112402477,2017-06-30
350,11195296,,2.0,3.0,7.0,2.0,1280.0,1280.0,6037,2.0,,,2.0,34589740,-118126298,8325.0,,,0100,261,LCRA7000*,60379102.012034,40227.0,3101,,97328.0,0.0,1.0,1971.0,68223.0,85278.0,2015,17055.0,1913.54,60379102012034.0,0.0247,2016-06-28
351,11195296,,2.0,3.0,6.0,2.0,1280.0,1280.0,6037,2.0,,,2.0,34589740,-118126298,8325.0,,,100,261,LCRA7000*,60379102.01,40227.0,3101,,97328.0,0.0,1.0,1971.0,69263.0,86578.0,2016,17315.0,1913.54,60379100000000.0,0.0247,2016-06-28
352,11196458,,2.0,3.0,7.0,2.0,1223.0,1223.0,6037,2.0,,,7.0,34581149,-118123688,5783.0,,,0100,261,PDR1*,60379104.02101701,40227.0,3101,,97328.0,0.0,1.0,1957.0,38663.0,65510.0,2015,26847.0,1719.71,60379104021017.0,-0.004,2016-04-08
353,11196458,,2.0,3.0,4.0,2.0,1223.0,1223.0,6037,2.0,,,7.0,34581149,-118123688,5783.0,,,100,261,PDR1*,60379104.02,40227.0,3101,,97328.0,0.0,1.0,1957.0,39252.0,66508.0,2016,27256.0,1719.71,60379100000000.0,-0.004,2016-04-08
354,11202094,,1.0,3.0,7.0,1.0,983.0,983.0,6037,1.0,,,7.0,34584469,-118091186,6993.0,,,0100,261,PDR1*,60379106.01101,40227.0,3101,,97328.0,0.0,1.0,1953.0,35570.0,44461.0,2015,8891.0,1426.57,60379106011010.0,-0.0193248273,2017-08-10
355,11202094,,1.0,3.0,4.0,1.0,983.0,983.0,6037,1.0,,,7.0,34584469,-118091186,6993.0,,,100,261,PDR1*,60379106.01,40227.0,3101,,97328.0,0.0,1.0,1953.0,36112.0,45138.0,2016,9026.0,1426.57,60379100000000.0,-0.0193248273,2017-08-10
356,11203521,1.0,2.0,3.0,7.0,2.0,1388.0,1388.0,6037,2.0,,,2.0,34570768,-118083732,7860.0,1.0,1.0,0101,261,PDR17500*,60379106.031014,40227.0,3101,,97328.0,0.0,1.0,1969.0,111593.0,132840.0,2015,21247.0,2379.3,60379106031014.0,-0.0736,2016-09-30
357,11203521,1.0,2.0,3.0,6.0,2.0,1388.0,1388.0,6037,2.0,,,2.0,34570768,-118083732,7860.0,1.0,1.0,101,261,PDR17500*,60379106.03,40227.0,3101,,97328.0,0.0,1.0,1969.0,113294.0,134865.0,2016,21571.0,2379.3,60379100000000.0,-0.0736,2016-09-30
358,11203790,1.0,2.0,3.0,7.0,2.0,1136.0,1136.0,6037,2.0,,,2.0,34566381,-118076524,3793.0,,,0100,261,PDRPD12U*,60379106.03101999,40227.0,3101,,97328.0,0.0,1.0,1973.0,126477.0,158096.0,2015,31619.0,2675.81,60379106031020.0,0.0129,2016-07-06
359,11203790,1.0,2.0,3.0,6.0,2.0,1136.0,1136.0,6037,2.0,,,2.0,34566381,-118076524,3793.0,,,100,261,PDRPD12U*,60379106.03,40227.0,3101,,97328.0,0.0,1.0,1973.0,128405.0,160506.0,2016,32101.0,2675.81,60379100000000.0,0.0129,2016-07-06
360,11204428,1.0,2.0,3.0,7.0,2.0,1460.0,1460.0,6037,2.0,,,2.0,34560899,-118088137,7058.0,,,0100,261,PDR1*,60379106.033006005,40227.0,3101,,97328.0,0.0,1.0,1986.0,111431.0,139287.0,2015,27856.0,2790.65,60379106033006.0,0.023700000000000002,2016-01-14
361,11204428,1.0,2.0,3.0,6.0,2.0,1460.0,1460.0,6037,2.0,,,2.0,34560899,-118088137,7058.0,,,100,261,PDR1*,60379106.03,40227.0,3101,,97328.0,0.0,1.0,1986.0,113130.0,141410.0,2016,28280.0,2790.65,60379100000000.0,0.023700000000000002,2016-01-14
