"Salary","Children","Catalogs","Age_Old","Age_Young","Gender_Male","OwnHome_Rent","Married_Single","Location_Far","History_Low","History_Medium","History_NA","AmountSpent","Amt_Spnt_Class_Low","Amt_Spnt_Class_Med","Amt_Spnt_Class_MidHigh","Amt_Spnt_Class_MidLow"
13300,1,6,0,1,0,1,1,0,NA,NA,1,236,1,0,0,0
75800,1,12,0,0,0,1,0,1,0,0,0,1830,0,0,0,1
48600,0,24,0,0,0,1,0,0,0,1,0,1583,0,0,0,1
39600,0,12,1,0,0,0,1,0,0,1,0,610,1,0,0,0
11700,0,12,0,1,0,1,1,0,1,0,0,193,1,0,0,0
52600,1,12,0,1,1,1,0,0,0,1,0,1052,0,0,0,1
14600,3,6,0,1,1,1,1,0,NA,NA,1,307,1,0,0,0
123000,0,24,1,0,1,0,0,0,0,0,0,3671,0,0,1,0
64600,0,18,1,0,0,1,0,1,0,0,0,2206,0,0,0,1
34600,2,18,0,0,0,0,1,1,0,1,0,748,1,0,0,0
74500,0,6,0,0,1,0,0,0,0,0,0,1481,0,0,0,1
56600,0,24,1,0,1,0,0,0,NA,NA,1,1607,0,0,0,1
37000,1,6,1,0,0,1,1,0,NA,NA,1,632,1,0,0,0
18400,1,6,0,1,0,1,1,1,1,0,0,303,1,0,0,0
25000,0,6,0,1,1,1,1,0,1,0,0,264,1,0,0,0
61400,1,24,0,0,1,0,0,1,0,0,0,1575,0,0,0,1
76400,2,18,0,0,1,0,0,0,0,1,0,881,1,0,0,0
55100,0,18,0,1,1,0,0,0,0,1,0,1439,0,0,0,1
22800,0,12,1,0,0,0,0,1,NA,NA,1,452,1,0,0,0
10100,1,6,1,0,0,0,0,0,1,0,0,93,1,0,0,0
17800,0,18,0,1,1,1,1,0,1,0,0,292,1,0,0,0
59100,1,6,0,0,0,0,0,0,NA,NA,1,1426,0,0,0,1
19700,2,6,0,1,0,1,1,1,1,0,0,330,1,0,0,0
73800,0,24,0,0,1,0,0,1,0,0,0,3120,0,1,0,0
113300,1,18,0,0,1,0,0,1,0,0,0,5151,0,0,0,0
118400,2,12,0,0,1,0,0,1,NA,NA,1,3941,0,0,1,0
92300,1,24,0,0,1,0,0,0,NA,NA,1,2141,0,0,0,1
11200,0,6,0,1,1,1,1,0,NA,NA,1,106,1,0,0,0
30100,0,12,0,1,0,1,0,1,0,1,0,530,1,0,0,0
43500,1,12,0,0,0,0,1,0,0,1,0,500,1,0,0,0
97500,0,18,0,0,1,0,0,0,0,0,0,2837,0,1,0,0
54600,0,24,1,0,1,0,0,0,0,1,0,1246,0,0,0,1
42500,1,6,0,0,1,1,1,1,NA,NA,1,798,1,0,0,0
82800,0,6,0,0,1,0,1,0,NA,NA,1,1544,0,0,0,1
62300,0,24,1,0,1,0,0,1,0,0,0,2644,0,1,0,0
21900,2,6,0,1,1,1,1,1,NA,NA,1,192,1,0,0,0
35600,3,18,0,0,0,1,1,1,1,0,0,865,1,0,0,0
96900,0,6,0,0,1,0,0,0,0,0,0,1159,0,0,0,1
36900,1,18,0,1,0,1,0,0,NA,NA,1,1480,0,0,0,1
93500,1,18,0,0,0,1,0,0,0,0,0,1426,0,0,0,1
97300,1,12,0,0,1,0,0,0,NA,NA,1,3048,0,1,0,0
21900,0,12,0,1,1,1,1,0,1,0,0,276,1,0,0,0
63000,0,24,0,0,1,1,1,0,0,0,0,1910,0,0,0,1
11500,3,6,0,1,0,1,1,0,NA,NA,1,157,1,0,0,0
44600,2,6,0,0,1,0,1,0,1,0,0,236,1,0,0,0
21900,1,12,0,1,0,1,1,0,NA,NA,1,576,1,0,0,0
45100,1,12,0,0,1,1,1,1,0,1,0,794,1,0,0,0
74900,0,12,1,0,0,0,0,0,0,0,0,1474,0,0,0,1
14200,0,6,0,1,1,1,1,0,1,0,0,250,1,0,0,0
23200,2,24,0,1,0,1,1,1,NA,NA,1,788,1,0,0,0
73300,0,12,1,0,1,0,0,0,NA,NA,1,1694,0,0,0,1
41300,0,24,1,0,1,0,0,1,0,0,0,1985,0,0,0,1
32700,0,24,1,0,0,0,1,1,0,1,0,1252,0,0,0,1
35200,0,12,1,0,0,0,1,0,NA,NA,1,827,1,0,0,0
13100,0,18,0,1,0,1,1,0,NA,NA,1,314,1,0,0,0
97400,1,6,0,0,1,0,0,0,0,0,0,880,1,0,0,0
23100,2,6,0,1,0,1,1,1,1,0,0,466,1,0,0,0
49200,3,12,0,0,1,0,1,0,1,0,0,210,1,0,0,0
45000,1,18,0,0,1,0,1,1,NA,NA,1,902,1,0,0,0
87200,0,18,0,0,1,0,0,0,0,0,0,1274,0,0,0,1
49900,1,24,0,0,1,0,1,0,NA,NA,1,1631,0,0,0,1
66900,0,12,0,0,1,0,0,0,0,0,0,1220,0,0,0,1
47600,1,12,0,0,0,0,1,0,0,1,0,801,1,0,0,0
47900,0,12,0,0,0,0,1,0,NA,NA,1,1090,0,0,0,1
59400,0,18,0,0,1,0,1,0,0,1,0,1699,0,0,0,1
32700,2,6,0,0,0,1,1,0,1,0,0,273,1,0,0,0
34200,1,18,0,0,1,1,1,0,1,0,0,523,1,0,0,0
96600,0,12,0,0,1,0,0,0,NA,NA,1,1437,0,0,0,1
126300,1,6,0,0,0,0,0,0,0,0,0,1888,0,0,0,1
31600,1,12,0,1,1,1,1,0,NA,NA,1,476,1,0,0,0
108100,3,18,0,0,0,0,0,1,0,0,0,2632,0,1,0,0
43300,3,24,0,0,0,1,1,0,1,0,0,326,1,0,0,0
17900,0,6,1,0,0,1,1,1,1,0,0,446,1,0,0,0
50100,1,18,0,0,1,0,1,1,0,0,0,1071,0,0,0,1
74700,0,12,1,0,0,0,0,0,0,0,0,1699,0,0,0,1
60000,0,6,1,0,1,1,0,0,0,1,0,966,1,0,0,0
33400,0,12,0,1,1,0,1,0,NA,NA,1,567,1,0,0,0
68800,0,6,0,0,0,1,0,0,NA,NA,1,1658,0,0,0,1
25700,2,6,0,0,0,1,1,0,1,0,0,173,1,0,0,0
83700,0,24,0,0,1,0,0,0,0,0,0,3344,0,1,0,0
50500,0,12,0,0,1,1,1,0,0,1,0,1029,0,0,0,1
17300,0,12,0,1,0,1,1,0,1,0,0,345,1,0,0,0
45800,0,6,0,0,1,0,1,0,NA,NA,1,712,1,0,0,0
108900,0,12,1,0,1,0,0,0,0,0,0,1841,0,0,0,1
60500,2,6,0,0,0,1,0,0,1,0,0,409,1,0,0,0
84100,0,18,1,0,0,0,0,1,0,0,0,2710,0,1,0,0
25100,0,12,0,1,1,1,0,1,0,1,0,592,1,0,0,0
69900,1,18,0,0,1,0,0,0,NA,NA,1,2101,0,0,0,1
97100,0,12,0,0,1,0,0,0,NA,NA,1,1473,0,0,0,1
72200,2,18,0,0,0,0,0,0,0,1,0,715,1,0,0,0
78900,0,18,1,0,0,0,0,1,0,0,0,2233,0,0,0,1
62500,3,6,0,0,0,0,1,1,NA,NA,1,921,1,0,0,0
17800,1,6,0,1,0,1,1,0,1,0,0,216,1,0,0,0
105500,1,6,0,0,0,0,0,0,0,0,0,1781,0,0,0,1
46100,2,12,0,0,0,0,1,0,1,0,0,418,1,0,0,0
27100,1,12,0,1,1,1,1,0,1,0,0,268,1,0,0,0
60300,1,6,0,1,1,1,0,1,NA,NA,1,1252,0,0,0,1
12000,0,6,0,1,0,1,1,0,1,0,0,140,1,0,0,0
48400,0,12,0,0,0,0,1,0,0,1,0,992,1,0,0,0
45600,0,18,0,0,1,1,1,0,0,1,0,1388,0,0,0,1
35200,2,6,0,0,0,0,1,0,1,0,0,233,1,0,0,0
60200,0,24,0,0,1,1,1,1,0,0,0,2304,0,0,0,1
53900,1,18,0,0,0,1,0,1,0,0,0,2177,0,0,0,1
70400,2,12,0,0,1,0,0,0,NA,NA,1,1127,0,0,0,1
36900,0,18,0,1,1,1,0,0,0,1,0,721,1,0,0,0
36100,0,12,1,0,0,0,1,0,0,1,0,438,1,0,0,0
11000,2,18,0,1,0,1,1,0,NA,NA,1,393,1,0,0,0
61600,0,18,0,0,1,0,1,0,NA,NA,1,1666,0,0,0,1
88700,1,18,0,0,1,0,0,0,NA,NA,1,2448,0,0,0,1
88600,1,18,0,0,0,0,0,1,0,0,0,2563,0,1,0,0
79500,0,18,0,0,1,1,0,0,0,0,0,1763,0,0,0,1
18900,1,6,0,1,0,1,1,0,1,0,0,184,1,0,0,0
17300,0,6,1,0,0,0,1,0,1,0,0,166,1,0,0,0
81400,2,6,0,0,0,1,0,0,NA,NA,1,1014,0,0,0,1
36500,0,24,0,1,1,1,0,0,0,1,0,1140,0,0,0,1
43300,1,18,0,0,0,0,1,0,NA,NA,1,1021,0,0,0,1
76700,1,24,0,0,1,0,0,0,0,1,0,1431,0,0,0,1
123000,1,24,0,0,1,0,0,1,0,0,0,5878,0,0,0,0
56300,3,6,0,0,1,0,1,0,1,0,0,321,1,0,0,0
70000,0,24,0,0,1,0,0,0,0,0,0,1974,0,0,0,1
48100,0,18,0,0,1,0,1,0,0,1,0,1640,0,0,0,1
79400,0,6,0,1,0,1,0,0,NA,NA,1,1175,0,0,0,1
63700,3,12,0,0,0,0,0,0,1,0,0,364,1,0,0,0
21200,0,12,0,1,1,1,1,0,NA,NA,1,417,1,0,0,0
53900,0,12,0,0,1,1,1,0,0,1,0,1060,0,0,0,1
118800,0,18,1,0,0,0,0,0,0,0,0,2176,0,0,0,1
79400,3,6,0,0,0,0,0,0,1,0,0,200,1,0,0,0
20400,0,24,1,0,0,1,1,1,NA,NA,1,513,1,0,0,0
52400,0,18,0,0,1,1,1,0,NA,NA,1,857,1,0,0,0
17600,0,6,1,0,0,0,1,0,1,0,0,224,1,0,0,0
23500,0,12,0,1,1,1,1,0,1,0,0,371,1,0,0,0
56900,2,12,0,1,1,1,0,0,1,0,0,687,1,0,0,0
95100,2,12,0,0,1,0,0,0,0,1,0,809,1,0,0,0
119800,2,24,0,0,1,0,0,0,0,1,0,2090,0,0,0,1
58700,0,24,1,0,1,0,1,0,NA,NA,1,1479,0,0,0,1
76700,2,6,0,0,0,0,0,0,0,1,0,534,1,0,0,0
67600,1,18,0,0,1,0,0,0,0,1,0,1172,0,0,0,1
61500,2,24,0,0,1,0,1,0,0,1,0,968,1,0,0,0
72900,0,6,1,0,0,0,0,0,0,0,0,753,1,0,0,0
21200,0,6,1,0,0,1,1,0,1,0,0,242,1,0,0,0
32400,1,12,1,0,1,1,1,0,1,0,0,515,1,0,0,0
62200,3,24,0,0,0,0,0,0,NA,NA,1,2119,0,0,0,1
24400,0,6,1,0,0,0,1,0,1,0,0,491,1,0,0,0
66500,3,12,0,0,1,0,0,0,1,0,0,286,1,0,0,0
72200,0,24,1,0,0,1,0,1,0,0,0,3069,0,1,0,0
16900,2,6,0,1,0,1,1,0,NA,NA,1,281,1,0,0,0
56300,0,24,0,1,1,1,0,0,NA,NA,1,1608,0,0,0,1
22000,0,12,1,0,0,0,1,1,0,1,0,736,1,0,0,0
18800,2,18,0,1,0,1,1,0,1,0,0,170,1,0,0,0
26600,2,24,0,1,0,1,1,0,1,0,0,245,1,0,0,0
72100,0,24,0,0,0,1,0,0,0,0,0,3052,0,1,0,0
55600,0,18,0,0,1,0,1,1,0,0,0,1786,0,0,0,1
14600,3,6,0,1,0,1,1,0,1,0,0,47,1,0,0,0
45900,0,24,1,0,1,0,0,0,0,1,0,1645,0,0,0,1
15100,0,6,0,1,0,0,1,0,1,0,0,274,1,0,0,0
140700,3,12,0,0,1,0,0,0,0,1,0,1001,0,0,0,1
90300,0,24,0,0,1,0,0,0,0,0,0,1944,0,0,0,1
95900,0,24,1,0,1,0,0,0,0,0,0,2585,0,1,0,0
20800,0,6,0,1,1,1,1,1,NA,NA,1,260,1,0,0,0
98400,0,12,0,0,1,0,0,0,0,0,0,1414,0,0,0,1
15000,2,12,0,1,0,1,1,0,NA,NA,1,341,1,0,0,0
17700,1,12,0,1,1,1,1,0,1,0,0,268,1,0,0,0
102400,1,18,0,0,1,0,0,0,0,0,0,1237,0,0,0,1
17800,1,18,0,1,1,1,1,1,NA,NA,1,589,1,0,0,0
13800,1,12,0,1,1,1,1,1,1,0,0,368,1,0,0,0
50500,1,12,0,0,0,1,1,0,0,1,0,940,1,0,0,0
42000,3,18,0,0,0,1,1,0,1,0,0,232,1,0,0,0
95800,3,12,0,0,1,0,0,0,1,0,0,678,1,0,0,0
15200,0,12,0,1,1,1,1,0,NA,NA,1,324,1,0,0,0
15800,2,12,0,1,1,1,1,0,1,0,0,147,1,0,0,0
51400,0,6,1,0,1,0,1,0,NA,NA,1,694,1,0,0,0
38200,0,6,1,0,0,1,0,0,0,1,0,526,1,0,0,0
39900,1,12,0,0,0,1,1,0,1,0,0,586,1,0,0,0
21600,2,12,0,1,0,0,1,0,NA,NA,1,491,1,0,0,0
65900,0,24,1,0,0,0,0,0,0,0,0,1436,0,0,0,1
97500,1,12,0,0,0,0,0,0,0,0,0,1280,0,0,0,1
63000,0,18,0,0,1,1,0,1,0,0,0,2107,0,0,0,1
31900,0,12,0,1,0,0,1,1,NA,NA,1,860,1,0,0,0
45500,1,18,0,0,0,1,1,1,NA,NA,1,1624,0,0,0,1
12800,0,12,1,0,0,0,1,0,NA,NA,1,230,1,0,0,0
12600,2,12,1,0,0,0,0,1,1,0,0,164,1,0,0,0
50700,3,6,0,0,1,1,1,0,1,0,0,157,1,0,0,0
17900,3,6,0,1,0,1,1,0,1,0,0,62,1,0,0,0
14400,1,18,0,1,0,1,1,0,1,0,0,223,1,0,0,0
23800,0,6,1,0,0,0,1,0,1,0,0,438,1,0,0,0
84700,3,24,0,0,1,0,0,0,NA,NA,1,2705,0,1,0,0
36900,1,6,0,0,0,1,1,0,1,0,0,371,1,0,0,0
20600,0,6,1,0,0,0,1,0,1,0,0,201,1,0,0,0
41500,0,24,0,1,1,1,0,0,NA,NA,1,1213,0,0,0,1
83100,2,6,0,0,1,0,0,0,0,1,0,586,1,0,0,0
88700,2,24,0,0,1,0,0,1,0,0,0,2693,0,1,0,0
54700,0,24,1,0,0,0,0,0,0,1,0,1404,0,0,0,1
68900,2,18,0,0,1,0,1,0,NA,NA,1,2784,0,1,0,0
22200,2,18,0,1,0,1,1,0,1,0,0,275,1,0,0,0
70900,1,12,0,0,0,0,0,0,0,1,0,794,1,0,0,0
55900,0,12,0,0,1,0,1,0,0,1,0,964,1,0,0,0
80800,1,18,0,0,0,0,0,0,NA,NA,1,1598,0,0,0,1
100600,3,24,0,0,1,0,0,1,0,0,0,2838,0,1,0,0
39900,0,6,1,0,0,0,1,0,NA,NA,1,619,1,0,0,0
71200,3,12,0,1,0,1,0,0,1,0,0,392,1,0,0,0
61000,0,18,1,0,0,0,0,0,NA,NA,1,1850,0,0,0,1
38700,0,24,1,0,1,0,1,0,NA,NA,1,1506,0,0,0,1
98900,0,18,0,0,1,0,0,1,NA,NA,1,3126,0,1,0,0
64300,0,6,0,0,1,0,1,0,NA,NA,1,1325,0,0,0,1
75600,0,12,0,0,0,0,0,0,NA,NA,1,1541,0,0,0,1
53700,0,24,0,1,0,1,0,1,0,0,0,2491,0,0,0,1
66600,0,18,0,0,1,0,1,0,0,0,0,1177,0,0,0,1
89000,0,12,1,0,0,0,0,0,0,0,0,1487,0,0,0,1
18200,2,12,0,1,0,1,1,1,1,0,0,322,1,0,0,0
73600,1,6,0,1,0,1,0,0,0,1,0,647,1,0,0,0
45600,0,12,0,0,0,1,1,1,0,0,0,1322,0,0,0,1
73000,0,6,0,1,1,0,0,0,NA,NA,1,1534,0,0,0,1
29600,3,12,0,1,1,0,1,0,NA,NA,1,583,1,0,0,0
92900,1,6,0,0,1,1,0,0,NA,NA,1,1705,0,0,0,1
13900,0,6,1,0,0,1,1,1,1,0,0,191,1,0,0,0
64300,3,6,0,1,1,1,0,0,1,0,0,239,1,0,0,0
77100,2,6,0,0,1,0,0,0,0,1,0,568,1,0,0,0
27500,3,12,0,1,0,0,1,0,NA,NA,1,571,1,0,0,0
81800,0,6,1,0,1,1,0,0,0,0,0,919,1,0,0,0
41700,0,18,1,0,0,1,0,0,0,1,0,1398,0,0,0,1
51000,0,12,1,0,0,0,0,0,0,1,0,1025,0,0,0,1
55900,1,12,0,0,1,1,1,0,0,1,0,909,1,0,0,0
19800,2,12,0,1,1,1,1,0,1,0,0,209,1,0,0,0
17600,0,6,0,1,1,1,1,0,NA,NA,1,245,1,0,0,0
84100,1,24,0,0,1,1,0,1,0,0,0,2362,0,0,0,1
85600,0,24,0,0,1,0,0,0,0,0,0,3380,0,1,0,0
13400,0,18,0,1,1,1,1,0,1,0,0,424,1,0,0,0
47200,1,12,0,1,0,1,0,1,0,1,0,1272,0,0,0,1
96300,1,24,0,0,1,0,0,0,0,0,0,1909,0,0,0,1
60500,3,12,0,0,1,0,0,0,1,0,0,340,1,0,0,0
35800,1,24,0,0,0,0,1,0,NA,NA,1,1355,0,0,0,1
106100,3,12,0,0,1,1,0,0,1,0,0,472,1,0,0,0
18000,0,12,0,1,1,1,1,0,1,0,0,303,1,0,0,0
50000,1,6,0,0,1,1,1,1,NA,NA,1,1079,0,0,0,1
58200,0,18,1,0,0,0,1,0,0,1,0,981,1,0,0,0
13500,2,12,0,1,0,1,1,1,1,0,0,160,1,0,0,0
59900,1,6,0,0,0,0,0,0,NA,NA,1,613,1,0,0,0
18400,1,12,0,1,0,1,1,1,1,0,0,662,1,0,0,0
62800,3,6,0,0,1,1,0,0,1,0,0,177,1,0,0,0
70000,0,6,0,0,1,1,1,0,0,0,0,785,1,0,0,0
13600,1,18,0,1,0,1,1,1,NA,NA,1,349,1,0,0,0
97400,3,6,0,0,0,1,0,0,1,0,0,213,1,0,0,0
37500,0,18,1,0,0,0,0,1,0,1,0,1578,0,0,0,1
22800,0,6,1,0,0,0,1,0,1,0,0,258,1,0,0,0
14200,0,6,0,1,0,1,1,0,NA,NA,1,192,1,0,0,0
18700,0,12,0,1,1,1,1,0,1,0,0,289,1,0,0,0
107400,1,24,0,0,1,0,0,0,0,0,0,1821,0,0,0,1
28900,0,24,0,1,0,1,1,1,0,1,0,905,1,0,0,0
38400,2,6,0,0,1,1,0,0,1,0,0,188,1,0,0,0
54200,0,18,0,0,1,1,1,0,NA,NA,1,1405,0,0,0,1
102700,0,18,1,0,1,0,0,0,NA,NA,1,2381,0,0,0,1
13300,1,6,0,1,0,1,1,0,1,0,0,184,1,0,0,0
60200,3,12,0,0,1,0,1,0,NA,NA,1,1364,0,0,0,1
21400,0,12,0,1,1,1,1,0,NA,NA,1,414,1,0,0,0
21700,2,6,0,1,0,1,1,0,NA,NA,1,387,1,0,0,0
23200,1,24,0,1,1,1,1,0,1,0,0,504,1,0,0,0
64800,2,12,0,0,1,0,0,0,0,1,0,574,1,0,0,0
55600,0,6,0,0,1,1,1,0,0,1,0,984,1,0,0,0
89500,0,24,0,0,1,0,0,1,0,0,0,5209,0,0,0,0
12500,1,12,0,1,0,1,1,1,NA,NA,1,422,1,0,0,0
87000,0,24,0,0,1,0,0,0,0,0,0,1594,0,0,0,1
31200,3,24,0,0,0,1,1,1,NA,NA,1,1087,0,0,0,1
13700,1,6,0,1,0,1,1,0,NA,NA,1,163,1,0,0,0
55500,3,18,0,0,1,0,1,0,1,0,0,427,1,0,0,0
58600,1,6,0,0,0,1,1,0,0,1,0,624,1,0,0,0
55900,1,6,0,1,0,0,0,1,NA,NA,1,788,1,0,0,0
13700,2,24,0,1,0,1,1,1,NA,NA,1,414,1,0,0,0
81400,0,24,1,0,0,0,0,1,0,0,0,3001,0,1,0,0
90500,0,6,1,0,0,0,0,0,0,0,0,863,1,0,0,0
82200,1,12,0,0,0,0,0,0,NA,NA,1,1517,0,0,0,1
65400,3,6,0,0,1,0,0,1,NA,NA,1,836,1,0,0,0
74400,0,12,0,0,1,0,1,0,0,0,0,1152,0,0,0,1
63300,3,6,0,1,1,1,0,1,NA,NA,1,1408,0,0,0,1
51600,0,12,0,1,1,1,0,1,NA,NA,1,1082,0,0,0,1
55000,0,12,0,1,1,1,0,1,NA,NA,1,1162,0,0,0,1
43900,2,6,0,0,0,0,1,0,1,0,0,358,1,0,0,0
20300,1,12,0,1,0,0,1,0,1,0,0,304,1,0,0,0
16300,0,12,0,1,0,0,1,1,NA,NA,1,360,1,0,0,0
97600,2,12,0,0,1,0,0,0,0,1,0,1162,0,0,0,1
15100,0,6,1,0,0,1,1,1,1,0,0,348,1,0,0,0
12500,3,12,0,1,0,1,1,0,NA,NA,1,206,1,0,0,0
10600,2,12,0,1,0,1,1,0,1,0,0,114,1,0,0,0
41300,1,18,0,0,0,0,1,0,NA,NA,1,932,1,0,0,0
27200,2,18,0,1,0,0,1,0,1,0,0,446,1,0,0,0
102400,1,12,0,0,1,0,0,0,NA,NA,1,2466,0,0,0,1
27900,1,12,0,1,0,0,1,1,NA,NA,1,576,1,0,0,0
23800,0,12,1,0,1,1,0,1,NA,NA,1,428,1,0,0,0
100000,1,24,0,0,1,0,0,0,0,0,0,2247,0,0,0,1
43300,3,24,0,0,0,1,0,1,0,1,0,716,1,0,0,0
65800,1,12,0,0,1,0,0,0,NA,NA,1,1017,0,0,0,1
49700,2,18,0,0,0,0,0,0,1,0,0,613,1,0,0,0
82300,2,12,0,0,0,1,0,0,0,1,0,580,1,0,0,0
41200,0,12,0,0,1,1,1,0,0,1,0,841,1,0,0,0
29200,0,18,0,1,1,1,1,0,1,0,0,737,1,0,0,0
51900,2,12,0,0,0,0,1,0,NA,NA,1,1162,0,0,0,1
85500,2,18,0,0,0,0,0,0,0,1,0,895,1,0,0,0
12400,3,18,0,1,0,1,1,1,1,0,0,205,1,0,0,0
111900,1,12,0,0,0,0,0,0,NA,NA,1,2340,0,0,0,1
40400,1,24,0,0,0,1,1,0,1,0,0,630,1,0,0,0
10900,0,24,0,1,1,1,1,1,1,0,0,407,1,0,0,0
82400,3,18,0,0,1,0,0,0,NA,NA,1,2122,0,0,0,1
13200,1,12,0,1,0,1,1,0,1,0,0,227,1,0,0,0
57800,0,24,0,0,1,1,1,0,0,1,0,1149,0,0,0,1
52200,1,12,1,0,0,0,0,0,0,1,0,669,1,0,0,0
64600,2,24,0,0,1,1,0,1,NA,NA,1,2935,0,1,0,0
43100,0,24,0,0,0,0,1,0,NA,NA,1,1444,0,0,0,1
40100,0,12,1,0,0,0,0,1,0,1,0,1384,0,0,0,1
84500,0,12,1,0,1,0,0,0,NA,NA,1,1557,0,0,0,1
34500,0,12,1,0,1,1,0,0,0,1,0,802,1,0,0,0
61000,1,18,0,1,0,1,0,0,NA,NA,1,1611,0,0,0,1
79300,0,12,1,0,0,0,0,1,NA,NA,1,2047,0,0,0,1
44500,0,24,0,0,1,1,1,0,0,1,0,1175,0,0,0,1
39700,0,18,0,1,1,1,0,0,0,1,0,1011,0,0,0,1
30300,0,18,1,0,0,0,1,0,1,0,0,1062,0,0,0,1
20100,1,12,0,1,0,1,1,0,1,0,0,271,1,0,0,0
86500,0,24,1,0,1,0,0,1,0,0,0,2690,0,1,0,0
42500,0,24,1,0,0,1,1,0,0,1,0,918,1,0,0,0
102300,0,24,0,0,1,0,0,0,0,0,0,2438,0,0,0,1
52600,2,12,0,0,0,0,1,1,0,1,0,1307,0,0,0,1
37800,2,12,0,0,0,1,1,1,NA,NA,1,1185,0,0,0,1
20300,2,12,0,1,0,1,1,0,1,0,0,180,1,0,0,0
71600,1,12,0,0,1,0,0,0,NA,NA,1,1198,0,0,0,1
54500,1,18,0,1,1,1,0,0,0,1,0,1001,0,0,0,1
54700,0,24,0,0,1,1,1,0,0,1,0,1355,0,0,0,1
58600,2,6,0,0,1,1,1,1,NA,NA,1,989,1,0,0,0
53800,0,12,0,0,1,1,1,1,0,0,0,1803,0,0,0,1
131500,3,6,0,0,0,0,0,0,NA,NA,1,2840,0,1,0,0
52200,0,24,0,0,1,1,1,1,0,0,0,1909,0,0,0,1
37200,1,6,0,1,1,1,0,0,1,0,0,247,1,0,0,0
22900,1,12,0,1,1,1,1,1,NA,NA,1,814,1,0,0,0
55500,3,12,0,1,1,1,0,0,1,0,0,216,1,0,0,0
12800,1,24,0,1,0,1,1,1,NA,NA,1,365,1,0,0,0
17600,2,18,0,1,0,1,1,0,1,0,0,163,1,0,0,0
28300,0,24,1,0,0,0,1,1,0,1,0,933,1,0,0,0
41900,0,6,1,0,1,0,1,0,0,1,0,654,1,0,0,0
14100,3,6,0,1,0,1,1,0,NA,NA,1,153,1,0,0,0
52100,0,12,0,0,1,1,1,0,NA,NA,1,1668,0,0,0,1
38700,1,18,0,0,1,1,1,1,0,1,0,1009,0,0,0,1
44100,1,18,0,0,0,1,1,1,0,1,0,1659,0,0,0,1
79200,1,6,0,0,1,0,0,1,0,0,0,1905,0,0,0,1
22600,3,6,0,1,0,1,1,0,NA,NA,1,521,1,0,0,0
55100,2,6,0,0,1,1,1,0,NA,NA,1,826,1,0,0,0
70400,0,18,1,0,0,0,0,1,0,0,0,2610,0,1,0,0
107300,2,24,0,0,1,0,0,0,0,1,0,1194,0,0,0,1
66500,1,24,0,0,0,1,0,0,NA,NA,1,1181,0,0,0,1
10200,0,24,0,1,1,1,1,0,NA,NA,1,362,1,0,0,0
41000,1,12,0,1,0,0,1,1,0,1,0,768,1,0,0,0
26200,1,12,0,0,0,1,1,0,1,0,0,381,1,0,0,0
72200,3,18,0,0,1,1,0,1,0,1,0,1811,0,0,0,1
36700,1,24,0,0,1,1,1,1,0,1,0,1218,0,0,0,1
74500,0,18,1,0,1,0,0,1,NA,NA,1,1413,0,0,0,1
60200,1,12,0,0,0,0,1,0,NA,NA,1,1748,0,0,0,1
34500,0,24,1,0,1,1,1,0,0,1,0,639,1,0,0,0
83700,0,18,1,0,0,0,0,0,0,0,0,1582,0,0,0,1
14800,1,12,0,1,1,1,1,1,NA,NA,1,376,1,0,0,0
106400,0,12,0,0,1,0,0,0,NA,NA,1,1757,0,0,0,1
42000,3,6,0,1,0,1,0,0,1,0,0,105,1,0,0,0
118800,0,12,0,0,1,1,0,0,0,0,0,2631,0,1,0,0
21900,2,24,0,1,0,0,1,1,1,0,0,486,1,0,0,0
39500,1,6,0,0,1,1,1,0,NA,NA,1,412,1,0,0,0
45900,0,12,0,0,1,1,1,0,0,1,0,716,1,0,0,0
37100,2,24,0,1,0,1,0,0,1,0,0,653,1,0,0,0
28200,1,6,0,0,0,1,1,0,1,0,0,224,1,0,0,0
74600,2,18,0,0,1,1,0,0,0,1,0,705,1,0,0,0
122700,1,18,0,0,1,0,0,0,NA,NA,1,4984,0,0,0,0
14200,2,18,0,1,0,1,1,0,1,0,0,197,1,0,0,0
75500,0,18,0,0,1,0,0,1,NA,NA,1,2450,0,0,0,1
62900,0,24,0,0,1,0,1,0,NA,NA,1,2561,0,1,0,0
19400,0,6,0,1,1,1,1,1,1,0,0,563,1,0,0,0
46600,0,12,0,0,0,1,1,0,NA,NA,1,546,1,0,0,0
79700,1,24,0,0,1,0,0,1,0,0,0,3384,0,1,0,0
45900,2,12,0,0,1,0,1,0,1,0,0,416,1,0,0,0
42800,0,6,1,0,0,0,0,0,0,1,0,685,1,0,0,0
65500,0,24,1,0,1,0,0,1,0,0,0,1931,0,0,0,1
33600,0,12,1,0,0,1,1,0,0,1,0,573,1,0,0,0
55600,1,18,0,0,0,0,1,1,0,0,0,1553,0,0,0,1
24000,2,6,0,1,0,1,1,0,NA,NA,1,362,1,0,0,0
25700,0,18,0,1,1,1,1,1,0,1,0,907,1,0,0,0
21500,0,18,1,0,0,0,0,0,1,0,0,445,1,0,0,0
68600,0,18,1,0,0,1,0,0,0,0,0,1342,0,0,0,1
23100,2,12,0,1,0,1,1,1,1,0,0,457,1,0,0,0
53300,0,24,0,0,0,1,0,0,0,1,0,1598,0,0,0,1
112800,0,12,1,0,0,0,0,0,0,0,0,1861,0,0,0,1
